#------------------------------------------#
# Urbanize by Junior_Djjr - MixMods.com.br #
#------------------------------------------#

# [script name] [x] [y] [z] [radius] [optional args]

SA
QUEU1 1131.0 -1133.0 24.0 120.0 0
QUEU1 1321.0 -1704.0 13.0 120.0 1
HUNTR -711.0 -2610.0 73.0 120.0
HUNTR -992.0 -2419.0 73.0 120.0
HUNTR -636.0 -2102.0 29.0 120.0
HUNTR -440.0 -1685.0 11.0 120.0
SWEEL -628.1 -2256.1 24.2 80.0
SWEEL -1008.4 -1145.5 129.2 80.0
SWEEL 219.9 -226.0 1.7 60.0
SWEEL 2353.4 -646.5 128.0 80.0
SWEEL 1264.0 335.0 23.5 100.0
SWEEL -2659.7 1531.0 55.0 80.0
DPGRG 1565.0 -1629.0 13.0 120.0
DPGRG -1605.0 668.0 5.0 120.0
DPGRG 2277.0 2458.0 0.0 120.0
VUNLD 2445.4 -1768.0 13.3 100.0 180.0
VUNLD 2445.719 -1892.672 13.726 130.0 0.5
VUNLD 2398.124 -2014.727 13.727 130.0 269.1
VUNLD 2117.878 -1871.005 13.720 130.0 74.0
VUNLD 1912.439 -1860.820 13.735 130.0 88.3
VUNLD 1626.992 -1551.372 13.836 130.0 270.0
VUNLD 1637.846 -1900.536 13.726 130.0 269.6
VUNLD 1391.969 -1647.681 13.549 130.0 268.6
VUNLD 2445.588 -2112.404 13.722 130.0 0.9
VUNLD 2184.553 -2296.191 13.720 130.0 46.1
VUNLD 2270.622 -2341.760 13.721 130.0 317.6
VUNLD 2415.279 -2510.147 13.826 130.0 89.5
VUNLD 2503.423 -2625.143 13.822 130.0 91.0
VUNLD 2651.079 -2388.185 13.806 130.0 269.7
VUNLD 2519.982 -2433.730 13.793 130.0 225.5
VUNLD 2578.370 -2440.221 13.805 130.0 315.6
VUNLD 2205.415 -2530.557 13.720 130.0 272.2
VUNLD 1853.267 -1795.289 13.721 130.0 90.0
VUNLD 1382.430 -1895.283 13.660 130.0 88.9
VUNLD 957.541 -1458.491 13.675 130.0 179.7
VUNLD 1023.995 -1367.933 13.735 130.0 90.2
VUNLD 858.616 -1283.141 14.235 130.0 273.3
VUNLD 989.581 -1104.834 24.002 130.0 89.6
VUNLD 1133.401 -868.143 43.365 130.0 269.8
VUNLD 1803.515 -1431.621 13.595 130.0 90.2
VUNLD 2019.290 -1097.220 24.852 130.0 249.5
VUNLD 2382.162 -1476.910 24.046 130.0 269.6
VUNLD 2207.203 -1323.472 24.158 130.0 358.8
VUNLD 2420.976 -2218.504 13.720 130.0 313.9
VUNLD 2003.995 -2094.098 13.721 130.0 269.7
VUNLD 1744.095 -2063.337 13.778 130.0 180.0
VUNLD 361.335 -1325.716 14.733 130.0 211.0
VUNLD 2332.778 -2073.029 13.722 130.0 88.8
VUNLD -1949.3608 -1078.5784 31.1666 130.0 0.0
VUNLD -2272.8525 3.6108 35.7132 130.0 270.0
VUNLD -2718.5906 82.2845 4.5603 130.0 270.0
VUNLD -2757.1337 237.4833 7.5306 130.0 180.0
VUNLD -2542.0646 -36.9223 16.8921 130.0 180.0
VUNLD -2689.1707 1404.415 7.4945 130.0 168.5
VUNLD -2192.5463 191.319 35.7133 130.0 0.0
VUNLD -2213.5409 422.3286 35.5651 130.0 0.0
VUNLD -2436.0774 955.0883 45.69 130.0 270.0
VUNLD -2466.8586 779.9647 35.5649 130.0 90.0
VUNLD -2504.3599 762.7557 35.5653 130.0 270.0
VUNLD -1868.5685 1412.0554 7.5797 130.0 223.5
VUNLD -1830.5803 -11.7864 15.5102 130.0 270.0
VUNLD -1725.3215 -127.0147 3.9436 130.0 134.8
VUNLD -1863.2993 -217.7272 18.7682 130.0 270.0
VUNLD -2671.7446 236.6061 4.7297 130.0 90.0
VUNLD -2505.7739 2357.1199 5.3782 130.0 180.0
VUNLD 2256.8474 2763.884 10.8203 130.0 90.0
VUNLD 2299.893 2747.726 10.994 130.0 270.0
VUNLD 2351.380 2754.601 10.994 130.0 270.0
VUNLD 2363.683 2570.106 10.993 130.0 270.2
VUNLD 2128.883 2511.726 10.994 130.0 193.8
VUNLD 1959.302 2145.952 10.994 130.0 91.1
VUNLD 1743.774 2235.423 10.994 130.0 90.6
VUNLD 1685.699 2358.891 10.986 130.0 270.4
VUNLD 2821.927 2605.220 10.994 130.0 45.6
VUNLD 2791.106 2011.500 10.979 130.0 178.9
VUNLD 2540.204 1926.054 10.996 130.0 89.6
VUNLD 2609.568 1429.820 10.994 130.0 179.1
VUNLD 2443.700 1158.276 10.994 130.0 89.3
VUNLD 2494.635 1208.133 10.994 130.0 179.4
VUNLD 1891.296 1173.664 10.997 130.0 180.3
VUNLD 2025.024 2041.469 10.994 130.0 269.9
VUNLD 1843.770 2087.769 10.994 130.0 180.3
VUNLD 1743.082 1863.097 10.990 130.0 0.7
VUNLD 1022.880 2271.313 10.993 130.0 179.1
VUNLD 975.373 2169.559 10.994 130.0 268.9
VUNLD 1103.383 1926.222 10.994 130.0 90.1
VUNLD 1136.881 1920.138 10.994 130.0 269.6
VUNLD 953.491 1659.149 8.827 130.0 269.9
VUNLD 1663.545 715.887 10.993 130.0 358.7
VUNLD 1405.936 977.536 10.990 130.0 0.3
VUNLD 1371.931 1161.574 10.995 130.0 359.5
VUNLD 1450.851 2349.629 10.994 130.0 270.6
VUNLD 2833.207 899.934 10.931 130.0 0.7
SWEEL 922.9 189.3 45.0 180.0
GASST -101.9 -1174.3 2.5 160.0 0
GASST 1939.6 -1758.1 13.0 130.0 1
GASST 649.0 -561.0 16.0 130.0 2
GASST 1379.8 457.2 19.9 130.0 3
GASST -1600.2 -2724.0 48.6 180.0 4
GASST -2405.2 975.9 45.3 180.0 5
GASST -1473.6 1864.2 32.6 160.0 6
GASST -1331.3 2677.9 50.0 160.0 7
GASST 602.1 1693.2 6.9 160.0 8
GASST 2151.7 2747.5 10.8 130.0 9
GASST 1591.9 2200.0 10.8 130.0 10
GASST 2119.7 910.3 10.8 130.0 11
GASST 2634.9 1116.3 10.8 130.0 12
GASST -2245.7 -2563.8 31.9 130.0 13
BASKT 2302.2 -1527.9 26.8 150.0 0
BASKT 2780.9 -2013.7 14.0 150.0 1
End

LS
GNBAR 2305.0 -1653.0 15.0 120.0
ALHAM 1837.0 -1688.0 15.0 130.0
LSPDP 1535.0 -1666.0 12.0 130.0
LSHSP 1180.0 -1328.0 13.0 130.0
GNBK1 2309.0 -1763.0 24.0 130.0
RAMDB 1842.0 -1510.0 16.0 1000.0
GYMSM 664.0 -1864.0 5.0 130.0
DCTBL 2489.132324 -1646.337769 13.184828 90.0
DCTBL 1835.728882 -2037.865234 12.669755 100.0
DCTBL 2049.604980 -1112.683838 24.546070 100.0
DCTBL 2290.707031 -1114.248291 37.087128 130.0
DCTBL 2799.959717 -2007.773438 12.630204 100.0
SMPR1 370.0 -1933.0 9.0 150.0
LSHS2 2022.0 -1429.0 13.0 110.0
LSFST 1751.0 -1455.0 13.0 130.0
GROVE 2467.0 -1665.0 14.0 100.0
SMBCW 245.1 -1850.5 7.0 170.0
SMBCE 530.0 -1893.0 7.0 170.0
GLNPS 1913.0 -1370.0 13.0 130.0
GLNPN 1971.0 -1200.0 24.0 130.0
VERST 1020.6 -1901.1 12.6 130.0
GANT1 2334.0 -1695.9 15.2 150.0
BEGGN 2609.8 -1614.1 3.2 140.0
AIRPL 1682.7 -2286.6 14.6 150.0
LSCEM 911.3 -1103.1 28.5 100.0
ROBOI 1351.7 -886.6 45.5 120.0
LSCT1 1883.8 -1360.8 21.8 140.0
IDLGS 1949.2 -1813.4 14.4 140.0
LASC1 2141.7 -1033.2 50.2 160.0
LSDNT 1009.4 -1334.2 14.1 160.0
End

SF
SFPDP -1614.0 713.0 13.0 130.0
SFHSP -2711.0 589.0 14.0 130.0
SFFST -2057.3 64.0 29.0 100.0
AIRPS -1501.6 -386.2 18.0 180.0
SFDPL -1966.7 884.9 43.8 130.0
OCENP -2652.3 -22.8 6.2 140.0
SFCHR -1957.0 1119.6 53.5 160.0
SFCT1 -2016.6 329.7 34.0 180.0
SFTRS -2530.8 1223.2 41.7 140.0
BAYV1 -2485.4 2377.4 12.7 160.0
End

LV
LVPDP 2324.0 2458.0 10.0 130.0
LVHSP 1658.0 1784.0 10.0 130.0
LVFST 1763.5 2075.5 11.0 130.0
VROCK 2635.9 2387.4 15.0 130.0
ROCAE 2347.9 2310.3 11.5 180.0
PIMPF 2027.2 1582.1 11.1 180.0
TPSWA 2033.0 1178.6 12.0 180.0
AIRPV 1715.1 1449.8 12.0 160.0
LVCT1 2656.9 839.1 10.5 160.0
LVCT2 2486.5 1883.5 16.4 160.0
KACC1 2618.9 2704.2 12.3 180.0
End

CS
MCHTP -2236.0 -1711.0 480.0 150.0
FLNTR -74.0 -1580.0 2.0 100.0
MCHB1 -2462.0 -1741.0 440.0 160.0
MCHB1 -2794.0 -1719.0 140.0 160.0
MCHB1 -2572.0 -1857.0 260.0 180.0
MCHB1 -2212.0 -1554.0 370.0 180.0
APHSP -2197.0 -2281.0 31.0 130.0
APPDP -2173.0 -2389.0 31.0 130.0
DLPDP 638.0 -569.0 16.0 130.0
MGHSP 1230.0 322.0 20.0 130.0
DLBAR 679.0 -474.0 16.0 130.0
APTRP -2064.0 -2529.3 31.4 100.0
APBAI -2074.0 -2457.6 34.5 130.0
FLNGS -101.8 -1168.9 2.7 160.0
WHTGS -1602.6 -2730.8 50.4 180.0
APNGS -2253.6 -2560.4 45.0 160.0
MGOGS 1382.7 448.7 21.0 160.0
PANO1 -732.0 -116.9 70.8 120.0
PANO2 -513.5 -126.3 74.9 150.0
PACEM 2246.1 -57.2 31.1 140.0
HLTOP 1067.6 -327.8 73.5 140.0
BCNHL -341.9 -1074.3 59.4 170.0
End

DE
DEAMM 795.0 1668.0 5.0 150.0
DEAMM -319.0 817.0 14.0 150.0
FCPDP -221.0 992.2 19.0 130.0
EQPDP -1400.0 2634.0 55.0 130.0
FCHSP -304.0 1054.0 20.0 130.0
EQHSP -1512.0 2529.0 56.0 130.0
ARA69 182.0 1871.0 25.0 500.0
LPBAR -82.0 1374.0 12.0 130.0
LPTRP -21.0 1349.0 10.0 100.0
EQNOR -1499.6 2677.6 58.6 100.0
BGEAR -329.9 1553.6 84.8 130.0
PAYA1 -203.5 2692.1 63.8 160.0
DEDNT -146.5 1206.1 20.0 160.0
EQBGS -1296.2 2677.1 51.8 160.0
End

# [script name] [x] [y] [z] [radius] [area id] [optional args]

IN
End

# [script name] [model name] [chances]

OBJ
TABL1 kb_chr_tbl_test 50
TABL1 parktable1 50
TABL1 dyn_table_2 50
LOUG1 lounger 50
LOUG1 lounge_towel_up 70
LOUG1 lounge_wood_up 70
LOUG1 lounge_wood_dn 70
BENCH Stonebench1 50
BENCH parkbench1 40
BENCH CJ_BLOCKER_BENCH 50
BENCH airseata_LAS 25
STAL1 marketstall01_SFXRF
STAL1 marketstall02_SFXRF
STAL1 marketstall03_SFXRF
STAL1 marketstall04_SFXRF
STAL1 CJ_NOODLE_3
PHONE phonebooth1 80
PHONE CJ_PHONE_KIOSK 80
End

# [script name] [condition OR] [condition AND] [chances]
#
# Condition OR flags:
# 0x1        COP
# 0x2        MEDIC
# 0x4        FIREMAN
# 0x8        GANG
# 0x10       STREET_GUY
# 0x20       SUIT_GUY
# 0x40       SENSIBLE_GUY
# 0x80       GEEK_GUY
# 0x100      OLD_GUY
# 0x200      TOUGH_GUY
# 0x400      STREET_GIRL
# 0x800      SUIT_GIRL
# 0x1000     SENSIBLE_GIRL
# 0x2000     GEEK_GIRL
# 0x4000     OLD_GIRL
# 0x8000     TOUGH_GIRL
# 0x10000    TRAMP_MALE
# 0x20000    TRAMP_FEMALE
# 0x40000    TOURIST
# 0x80000    PROSTITUTE
# 0x100000   CRIMINAL
# 0x200000   BUSKER
# 0x400000   TAXIDRIVER
# 0x800000   PSYCHO
# 0x1000000  STEWARD
# 0x2000000  SPORTSFAN
# 0x4000000  SHOPPER
# 0x8000000  OLDSHOPPER
# 0x10000000 BEACH_GUY
# 0x20000000 BEACH_GIRL
# 0x40000000 SKATER
# 0x80000000 COWARD
#
# Condition AND flags:
# 0x1  NOT_RAIN
# 0x2  NOT_WANTED_2
# 0x4  NOT_WANTED_4
# 0x8  NOT_WANTED_6
# 0x10 NOT_DAY
# 0x20 NOT_NIGHT
# 0x40 NOT_DIRT

PED
LEAN1 0x821FB6D8 0x8 50
End

# [script name] [condition OR] [condition AND] [chances]
#
# Condition OR flags:
# 0x1      BUSINESS
# 0x2      DESERT
# 0x4      ENTERTAINMENT
# 0x8      COUNTRYSIDE
# 0x10     RESIDENTIAL_RICH
# 0x20     RESIDENTIAL_AVERAGE
# 0x40     RESIDENTIAL_POOR
# 0x80     GANGLAND
# 0x100    BEACH
# 0x200    SHOPPING
# 0x400    PARK
# 0x800    INDUSTRY
# 0x1000   ENTERTAINMENT_BUSY
# 0x2000   SHOPPING_BUSY
# 0x4000   SHOPPING_POSH
# 0x8000   RESIDENTIAL_RICH_SECLUDED
# 0x10000  AIRPORT
# 0x20000  GOLF_CLUB
# 0x40000  OUT_OF_TOWN_FACTORY
# 0x80000  AIRPORT_RUNWAY
#
# Condition AND flags:
# 0x1  NOT_RAIN
# 0x2  NOT_WANTED_2
# 0x4  NOT_WANTED_4
# 0x8  NOT_WANTED_6
# 0x10 NOT_DAY
# 0x20 NOT_NIGHT
# 0x40 NOT_DIRT

NODE
CHAT1 0x0 0x8 4
End
